"product","user","value"
"Nogger",725,0
"KitKat",1286,3
"Mars",725,4
"Milky Way",725,5
"Prince Polo",725,5
"Draze kokosowe korsarz",1286,4
"Knoppers",725,4
"Magnum Almond",725,4
"After Eight ",1286,3
"Romero",725,0
"Schogetten",725,5
"Creme puffs (ptysie)",1286,3
"Dzika roza",725,0
"Jeżyki",1286,2
"Fruitella",725,3
"Ptasie mleczko",725,5
"Mars",1286,4
"Skittles",725,5
"M&m's",725,4
"Czekolada z okienkiem",1286,3
"Pieguski",725,5
"Bounty",1286,3
"Mentos Mint",725,2
"Alpenliebe",725,5
"Snickers",1286,1
"Dumle",725,4
"Skittles",1286,5
"Werther's Original",725,0
"Michalki biale",1286,0
"Michalki biale",725,4
"Maltesers",725,0
"Leibniz Biscuits",1286,3
"KitKat",725,4
"Donuts ",1286,3
"Tic tac",725,2
"Ferrero rocher",1286,2
"Jelly (kisiel)",725,1
"Magnum Almond",1286,5
"LU Holenderskie",725,3
"Haribo",1286,3
"Mentos Mint",1286,2
"Ptasie mleczko",1286,3
"Raffaello",1286,5
"Kaszka manna",1286,5
"Milka White",1286,4
"Kopiko",1286,2
"Fisherman's Friend",1286,3
"Halls",1286,3
"Kinder bueno",1286,4
"Merci",1286,3
"Chalwa",1286,2
"Dumle",1286,4
"7 days - cake bar",1286,4
"Nonnette (pierniczki)",1286,3
"Grzeski dziel na 6",1286,3
"Lentilky",1286,5
"Tic tac",1286,4
"Kinder surprise",1286,5
"Mamba",1286,5
"Toblerone white",1286,5
"Milka Lila Stars Raisins",1286,3
"Cornetto",1286,3
"Romero",1286,5
"Nutella",1286,5
"Schogetten",1286,4
"Knoppers",1286,4
"Twix",1286,3
"LU Holenderskie",1286,2
"Manhattan Ice Cream",1286,1
"Chupa chups",1286,5
"Kinder bueno white",1286,5
"Nimm2",1286,5
"Toffifee",1286,4
"Prince Polo",1286,3
"Mon cheri",1286,2
"Milky Way",1286,3
"Fruitella",1286,4
"Lion",1286,3
"Duplo",1286,4
"Dzika roza",1286,0
"Jelly (kisiel)",1286,4
"Wisełka",1286,0
"Nogger",1286,4
"Alpenliebe",1286,2
"Pieguski",1286,2
"Maltesers",1286,5
"Milka Hazelnuts",1286,3
"M&m's",1286,4
"Werther's Original",1286,2
"Magnum Almond",875,5
"Prince Polo",875,4
"Kaszka manna",875,0
"Milka White",875,4
"Dumle",875,4
"Lentilky",875,3
"Kinder bueno",875,5
"Maltesers",875,5
"Chupa chups",875,2
"Cornetto",875,2
"Czekolada z okienkiem",875,4
"Ferrero rocher",875,5
"M&m's",875,1
"Alpenliebe",875,1
"Toffifee",875,5
"Kinder surprise",875,5
"Fisherman's Friend",875,0
"Nogger",875,3
"Draze kokosowe korsarz",875,2
"Knoppers",875,5
"Leibniz Biscuits",875,2
"Chalwa",875,1
"Ptasie mleczko",875,4
"Dzika roza",875,0
"Bounty",875,1
"Mars",875,4
"Michalki biale",875,0
"Pieguski",875,3
"Kinder bueno white",875,3
"Nutella",875,5
"Fruitella",875,2
"Creme puffs (ptysie)",875,2
"Merci",875,3
"Halls",875,2
"Jelly (kisiel)",875,2
"Snickers",875,4
"Romero",875,2
"Manhattan Ice Cream",875,0
"Wisełka",875,0
"Grzeski dziel na 6",875,2
"Kopiko",875,2
"Mamba",875,2
"7 days - cake bar",875,0
"Skittles",875,3
"Mentos Mint",875,3
"Milka Lila Stars Raisins",875,4
"Milky Way",875,4
"Twix",875,4
"LU Holenderskie",875,0
"KitKat",875,3
"Donuts ",875,3
"Duplo",875,3
"Nonnette (pierniczki)",875,1
"Lion",875,3
"After Eight ",875,0
"Raffaello",875,2
"Jeżyki",875,2
"Milka Hazelnuts",875,4
"Mon cheri",875,0
"Toblerone white",875,2
"Haribo",875,4
"Nimm2",875,2
"Schogetten",875,0
"Werther's Original",875,1
"Tic tac",875,1
"Werther's Original",796,4
"Toblerone white",796,3
"Chupa chups",796,2
"After Eight ",796,2
"Halls",796,3
"Magnum Almond",796,5
"Tic tac",796,3
"Jeżyki",796,4
"Jelly (kisiel)",796,0
"Leibniz Biscuits",796,3
"Nogger",796,4
"KitKat",796,3
"Cornetto",796,4
"Kopiko",796,2
"Manhattan Ice Cream",796,5
"Skittles",796,3
"Nimm2",796,3
"Merci",796,5
"Ferrero rocher",796,5
"Raffaello",796,5
"Wisełka",796,0
"Ptasie mleczko",796,4
"Mamba",796,3
"Chalwa",796,5
"Duplo",796,0
"Snickers",796,4
"Fruitella",796,4
"Toffifee",796,5
"Mars",796,4
"Milka White",796,4
"7 days - cake bar",796,2
"Draze kokosowe korsarz",796,2
"Fisherman's Friend",796,0
"LU Holenderskie",796,3
"Mentos Mint",796,3
"Alpenliebe",796,4
"Michalki biale",796,0
"Nutella",796,3
"Kinder surprise",796,4
"Mon cheri",796,4
"Lentilky",796,3
"Maltesers",796,0
"Milka Lila Stars Raisins",796,3
"Kinder bueno",796,4
"Twix",796,4
"Creme puffs (ptysie)",796,4
"Romero",796,0
"Donuts ",796,4
"Dumle",796,4
"M&m's",796,3
"Prince Polo",796,3
"Milky Way",796,3
"Nonnette (pierniczki)",796,4
"Kinder bueno white",796,4
"Knoppers",796,3
"Lion",796,4
"Pieguski",796,4
"Bounty",796,3
"Dzika roza",796,0
"Grzeski dziel na 6",796,3
"Schogetten",796,4
"Kaszka manna",796,0
"Milka Hazelnuts",796,4
"Czekolada z okienkiem",796,5
"Haribo",796,4
"Milka Hazelnuts",350,4
"Leibniz Biscuits",350,4
"Bounty",350,2
"Kaszka manna",350,1
"Lion",350,1
"Nonnette (pierniczki)",350,2
"Magnum Almond",350,3
"Toffifee",350,5
"Nimm2",350,2
"Nutella",350,5
"Skittles",350,5
"Prince Polo",350,3
"Grzeski dziel na 6",350,3
"Chalwa",350,1
"Michalki biale",350,2
"Milka Lila Stars Raisins",350,2
"Mentos Mint",350,3
"Dzika roza",350,1
"Milka White",350,5
"Milky Way",350,4
"Creme puffs (ptysie)",350,1
"Snickers",350,5
"Michalki biale",1057,0
"Mon cheri",350,2
"Jelly (kisiel)",350,1
"Czekolada z okienkiem",1057,5
"Fruitella",350,1
"Chalwa",1057,4
"Knoppers",350,5
"Duplo",1057,2
"Jeżyki",350,1
"Schogetten",350,2
"Haribo",350,2
"Schogetten",1057,3
"Czekolada z okienkiem",350,5
"Grzeski dziel na 6",1057,2
"Pieguski",350,5
"LU Holenderskie",1057,5
"Mars",350,1
"Fruitella",1057,5
"Twix",350,3
"7 days - cake bar",1057,1
"Manhattan Ice Cream",350,2
"Ferrero rocher",350,5
"Alpenliebe",1057,4
"Dumle",1057,5
"Romero",350,2
"Draze kokosowe korsarz",1057,5
"Toblerone white",350,5
"Pieguski",1057,3
"Lentilky",350,5
"Dzika roza",1057,5
"Alpenliebe",350,4
"Jeżyki",1057,5
"Maltesers",350,4
"M&m's",350,5
"Werther's Original",350,5
"Ptasie mleczko",350,4
"Romero",1057,4
"Tic tac",1057,4
"Raffaello",350,5
"Halls",350,1
"Kinder surprise",350,5
"KitKat",350,3
"Duplo",350,4
"Kinder bueno white",350,5
"Cornetto",350,3
"After Eight ",350,3
"Merci",350,5
"Tic tac",350,4
"Fisherman's Friend",350,4
"Nogger",1057,2
"Mamba",350,4
"7 days - cake bar",350,1
"Donuts ",350,1
"Kopiko",350,1
"Chupa chups",350,4
"Nogger",350,1
"Kinder bueno",350,5
"Dumle",350,3
"Wisełka",350,2
"LU Holenderskie",350,2
"Draze kokosowe korsarz",350,1
"Ferrero rocher",1233,3
"Twix",1233,4
"Kopiko",1233,4
"Werther's Original",1233,3
"Mon cheri",1233,3
"Halls",1233,3
"Duplo",1233,2
"7 days - cake bar",1233,1
"Merci",1233,3
"Chalwa",1233,4
"Knoppers",1233,4
"Nutella",1233,5
"KitKat",1233,3
"Magnum Almond",1233,4
"Romero",1233,3
"Creme puffs (ptysie)",1233,1
"Toffifee",1233,3
"Nonnette (pierniczki)",1233,5
"Cornetto",1233,3
"Milka Hazelnuts",1233,3
"Fisherman's Friend",1233,5
"Chupa chups",1233,5
"Grzeski dziel na 6",1233,4
"Milka Lila Stars Raisins",1233,4
"Kinder bueno",1233,4
"Raffaello",1233,2
"Lentilky",1233,4
"Fruitella",1233,5
"Snickers",1233,2
"Pieguski",1233,4
"Ptasie mleczko",1233,5
"Czekolada z okienkiem",1233,3
"Leibniz Biscuits",1233,4
"Kinder bueno white",1233,4
"Donuts ",1233,3
"Milky Way",1233,2
"LU Holenderskie",1233,5
"Mamba",1233,5
"Milka White",1233,3
"Tic tac",1233,2
"Nimm2",1233,4
"Dzika roza",1233,4
"Lion",1233,4
"Manhattan Ice Cream",1233,3
"Prince Polo",1233,4
"Jelly (kisiel)",1233,5
"Mars",1233,4
"Haribo",1233,5
"Kinder surprise",1233,4
"Draze kokosowe korsarz",1233,5
"Maltesers",1233,5
"Bounty",1233,5
"Alpenliebe",1233,3
"After Eight ",1233,3
"Wisełka",1233,0
"Dumle",1233,5
"Michalki biale",1233,0
"Schogetten",1233,0
"Toblerone white",1233,5
"Kaszka manna",1233,4
"Jeżyki",1233,3
"M&m's",1233,5
"Skittles",1233,4
"Nogger",1233,4
"Mentos Mint",1233,3
"Toblerone white",518,3
"Nonnette (pierniczki)",518,4
"Skittles",518,5
"M&m's",518,3
"Creme puffs (ptysie)",518,3
"Nimm2",518,4
"Kaszka manna",518,5
"Nutella",518,5
"Werther's Original",518,4
"LU Holenderskie",518,5
"Milka White",518,3
"Halls",518,2
"Alpenliebe",518,2
"Mon cheri",518,1
"Maltesers",518,5
"Prince Polo",518,3
"Ferrero rocher",518,4
"Lion",518,4
"Chupa chups",518,3
"Draze kokosowe korsarz",518,5
"7 days - cake bar",518,3
"Kinder bueno white",518,4
"Pieguski",518,4
"Twix",518,4
"Nogger",518,5
"Leibniz Biscuits",518,2
"Knoppers",518,4
"Duplo",518,4
"KitKat",518,4
"Mars",518,5
"Haribo",518,5
"Fisherman's Friend",518,0
"Kinder surprise",518,5
"Mamba",518,4
"Manhattan Ice Cream",518,4
"Chalwa",518,2
"Czekolada z okienkiem",518,4
"Milky Way",518,4
"Magnum Almond",518,4
"Wisełka",518,0
"Schogetten",518,5
"Cornetto",518,4
"Milka Hazelnuts",518,3
"Romero",518,4
"Fruitella",518,3
"Tic tac",518,3
"Donuts ",518,4
"After Eight ",518,1
"Lentilky",518,5
"Jeżyki",518,5
"Milka Lila Stars Raisins",518,5
"Grzeski dziel na 6",518,3
"Ptasie mleczko",518,4
"Merci",518,5
"Dumle",518,5
"Kinder bueno",518,4
"Jelly (kisiel)",518,4
"Kopiko",518,4
"Toffifee",518,5
"Michalki biale",518,0
"Snickers",518,4
"Mentos Mint",518,2
"Bounty",518,5
"Dzika roza",518,0
"Raffaello",518,5
"Nutella",781,1
"Skittles",781,4
"Magnum Almond",781,3
"Manhattan Ice Cream",781,0
"Merci",781,3
"Schogetten",781,0
"Kaszka manna",781,4
"Mentos Mint",781,3
"Cornetto",781,3
"Lion",781,3
"Kinder surprise",781,4
"Halls",781,3
"Raffaello",781,4
"Dumle",781,5
"Milka Hazelnuts",178,5
"Michalki biale",178,5
"Nimm2",178,2
"Milky Way",178,2
"Fruitella",178,3
"Skittles",178,3
"Cornetto",178,4
"Jeżyki",178,5
"Mentos Mint",178,2
"Knoppers",178,4
"Lion",178,4
"Leibniz Biscuits",178,4
"Schogetten",178,5
"Pieguski",178,5
"Haribo",178,2
"Jelly (kisiel)",178,4
"Kinder bueno",178,3
"Mamba",178,3
"Romero",178,4
"Nonnette (pierniczki)",178,5
"After Eight ",178,5
"Kaszka manna",178,5
"Toblerone white",178,5
"Dzika roza",178,4
"Dumle",178,3
"Werther's Original",178,4
"Milka Lila Stars Raisins",178,5
"7 days - cake bar",178,1
"Grzeski dziel na 6",178,4
"Fisherman's Friend",178,0
"Ferrero rocher",178,5
"Kinder surprise",178,5
"Alpenliebe",178,3
"Mon cheri",178,2
"Mars",178,3
"Halls",178,5
"Creme puffs (ptysie)",178,3
"Manhattan Ice Cream",178,0
"Kinder bueno white",178,3
"Wisełka",178,5
"Snickers",178,3
"KitKat",178,5
"Maltesers",178,5
"Tic tac",178,5
"Chalwa",178,4
"Czekolada z okienkiem",178,5
"Bounty",178,4
"Ptasie mleczko",178,5
"Draze kokosowe korsarz",178,5
"Chupa chups",178,3
"Kopiko",178,2
"Duplo",178,0
"Toffifee",178,4
"Twix",178,4
"Raffaello",178,5
"Prince Polo",178,4
"Merci",178,4
"Milka White",178,5
"Lentilky",178,5
"Nogger",178,4
"M&m's",178,4
"Donuts ",178,5
"LU Holenderskie",178,5
"Magnum Almond",178,5
"Nutella",178,3
"Maltesers",781,5
"Milka Hazelnuts",781,3
"Wisełka",781,0
"Prince Polo",781,3
"Draze kokosowe korsarz",781,4
"Romero",781,4
"Ptasie mleczko",781,4
"Chalwa",781,3
"Nogger",781,3
"Ferrero rocher",781,4
"Tic tac",781,3
"Jelly (kisiel)",781,3
"Bounty",781,3
"Donuts ",781,3
"Snickers",781,3
"Knoppers",781,4
"Fisherman's Friend",781,5
"Mamba",781,5
"Kopiko",781,3
"Duplo",781,3
"Nonnette (pierniczki)",781,4
"Kinder bueno",781,4
"Fruitella",781,5
"Toblerone white",781,4
"Kinder bueno white",781,3
"After Eight ",781,4
"KitKat",781,4
"Haribo",781,3
"Mars",781,2
"Lentilky",781,2
"M&m's",781,2
"Czekolada z okienkiem",781,3
"Chupa chups",781,4
"Toffifee",781,4
"Mon cheri",781,0
"Werther's Original",781,4
"7 days - cake bar",781,2
"Milka Lila Stars Raisins",781,3
"Jeżyki",781,3
"Leibniz Biscuits",781,4
"Twix",781,3
"Pieguski",781,4
"Grzeski dziel na 6",781,0
"Milky Way",781,1
"Nimm2",781,5
"Manhattan Ice Cream",1339,0
"Michalki biale",1339,0
"After Eight ",1339,1
"Merci",1339,5
"Mamba",1339,3
"Mars",1339,2
"Halls",1339,3
"Knoppers",1339,3
"Jeżyki",1339,5
"Tic tac",1339,2
"Maltesers",1339,5
"Mon cheri",1339,0
"Pieguski",1339,4
"Toffifee",1339,4
"Twix",1339,4
"Lion",1339,3
"Dzika roza",1339,0
"Nonnette (pierniczki)",1339,0
"Nimm2",1339,0
"Lentilky",1339,4
"Cornetto",1339,0
"Grzeski dziel na 6",1339,2
"Donuts ",1339,4
"Duplo",1339,0
"Milka White",1339,5
"KitKat",1339,5
"Dumle",1339,5
"M&m's",1339,2
"Creme puffs (ptysie)",1339,0
"LU Holenderskie",1339,4
"Ferrero rocher",1339,4
"Leibniz Biscuits",1339,1
"Kinder surprise",1339,5
"Nutella",1339,5
"Milky Way",1339,5
"Kinder bueno white",1339,5
"Fruitella",1339,4
"Jelly (kisiel)",1339,4
"Czekolada z okienkiem",1339,5
"7 days - cake bar",1339,0
"Prince Polo",1339,3
"Ptasie mleczko",1339,4
"Mentos Mint",1339,2
"Romero",1339,0
"Chalwa",1339,5
"Haribo",1339,3
"Kopiko",1339,2
"Alpenliebe",1339,3
"Toblerone white",1339,0
"Nogger",1339,0
"Kaszka manna",1339,2
"Bounty",1339,4
"LU Holenderskie",781,0
"Kinder bueno",1339,5
"Magnum Almond",1339,5
"Raffaello",1339,5
"Milka Hazelnuts",1339,0
"Schogetten",1339,5
"Milka Lila Stars Raisins",1339,5
"Wisełka",1339,0
"Skittles",1339,5
"Fisherman's Friend",1339,0
"Chupa chups",1339,4
"Snickers",1339,3
"Magnum Almond",593,4
"Werther's Original",1339,4
"Schogetten",593,0
"Draze kokosowe korsarz",1339,4
"Nonnette (pierniczki)",593,0
"Werther's Original",593,5
"Prince Polo",593,5
"Milka Hazelnuts",593,4
"Milka White",593,2
"Haribo",593,5
"Mon cheri",593,0
"LU Holenderskie",593,5
"Merci",593,3
"Michalki biale",593,0
"Ptasie mleczko",593,5
"Chupa chups",593,5
"Snickers",593,3
"Manhattan Ice Cream",593,0
"Milky Way",593,4
"Maltesers",593,5
"Michalki biale",781,4
"Alpenliebe",781,1
"Grzeski dziel na 6",593,4
"M&m's",593,3
"Milka White",781,4
"Kinder surprise",593,2
"Nogger",593,0
"Dzika roza",781,0
"Donuts ",593,5
"Creme puffs (ptysie)",781,4
"Skittles",593,5
"Wisełka",593,0
"Czekolada z okienkiem",593,4
"Kaszka manna",593,4
"Knoppers",593,3
"Mamba",593,5
"Twix",593,4
"KitKat",593,5
"Romero",593,0
"Chalwa",593,5
"Kinder bueno",593,5
"Halls",593,2
"Mentos Mint",593,2
"Milka Lila Stars Raisins",593,3
"Duplo",593,0
"Fisherman's Friend",593,4
"Leibniz Biscuits",593,5
"Toffifee",593,4
"Ferrero rocher",593,3
"Dzika roza",593,0
"Creme puffs (ptysie)",593,3
"Raffaello",593,2
"Kinder bueno white",593,4
"7 days - cake bar",593,0
"Nutella",593,4
"Kopiko",593,5
"Alpenliebe",593,4
"Jeżyki",593,0
"Jelly (kisiel)",593,5
"Bounty",593,2
"Toblerone white",593,0
"Dumle",593,3
"Pieguski",593,2
"Nimm2",593,4
"Lentilky",593,5
"Draze kokosowe korsarz",593,0
"Mars",593,3
"After Eight ",593,3
"Lion",593,2
"Fruitella",593,4
"Tic tac",593,4
"Cornetto",593,3
"Milka Hazelnuts",797,4
"Lion",797,4
"Leibniz Biscuits",797,3
"Schogetten",797,0
"Twix",797,5
"Chupa chups",797,4
"Alpenliebe",797,4
"Snickers",797,4
"KitKat",797,3
"Czekolada z okienkiem",797,4
"Cornetto",797,4
"Kinder bueno white",797,0
"Maltesers",797,0
"Mars",797,5
"Tic tac",797,1
"Fisherman's Friend",797,0
"Duplo",797,0
"Milka White",797,2
"Bounty",797,3
"Wisełka",797,0
"Skittles",797,5
"Leibniz Biscuits",228,2
"Nutella",228,5
"Kopiko",797,2
"Dzika roza",797,0
"Lentilky",228,1
"Creme puffs (ptysie)",797,5
"Creme puffs (ptysie)",228,2
"After Eight ",797,4
"Mentos Mint",228,3
"Kinder surprise",797,3
"Snickers",228,2
"Raffaello",797,5
"Merci",797,4
"Kaszka manna",228,0
"Jeżyki",797,4
"Knoppers",797,1
"Halls",228,2
"Romero",797,0
"Draze kokosowe korsarz",228,5
"Donuts ",797,4
"Manhattan Ice Cream",228,0
"Draze kokosowe korsarz",797,0
"Nutella",797,5
"Pieguski",228,2
"Werther's Original",228,5
"Grzeski dziel na 6",797,4
"Bounty",228,5
"Michalki biale",797,0
"Cornetto",228,4
"7 days - cake bar",797,0
"Manhattan Ice Cream",797,0
"Twix",228,5
"Kaszka manna",797,0
"Chupa chups",228,2
"Pieguski",797,5
"Toblerone white",797,0
"Fruitella",228,3
"Kinder bueno",797,5
"Mamba",797,5
"Chalwa",797,5
"Donuts ",228,5
"Ptasie mleczko",797,4
"Haribo",228,5
"Milky Way",797,4
"Knoppers",228,4
"Halls",797,0
"Ferrero rocher",797,5
"Jelly (kisiel)",228,2
"Mentos Mint",797,0
"Prince Polo",228,3
"Mon cheri",797,0
"Toblerone white",228,1
"Kinder surprise",228,5
"Nimm2",797,5
"Chalwa",228,1
"Kopiko",228,1
"Prince Polo",797,4
"Haribo",797,4
"Tic tac",228,2
"Merci",228,3
"Nonnette (pierniczki)",797,4
"Werther's Original",797,4
"Mamba",228,3
"Fruitella",797,4
"Dumle",797,5
"Magnum Almond",228,5
"Maltesers",228,5
"Lentilky",797,0
"Milka Hazelnuts",228,2
"M&m's",797,3
"LU Holenderskie",797,0
"Nogger",797,0
"Duplo",228,2
"Toffifee",797,5
"Magnum Almond",797,0
"Michalki biale",228,1
"Jelly (kisiel)",797,4
"Ferrero rocher",228,3
"Milka Lila Stars Raisins",797,4
"Raffaello",228,5
"Milka Lila Stars Raisins",228,1
"Jeżyki",228,4
"Milky Way",228,5
"Milka White",228,1
"Grzeski dziel na 6",228,4
"Alpenliebe",228,1
"Nonnette (pierniczki)",228,4
"Nogger",228,4
"After Eight ",228,3
"Nimm2",228,3
"Mars",228,4
"Toffifee",228,5
"Czekolada z okienkiem",228,4
"Schogetten",228,2
"Romero",228,0
"7 days - cake bar",228,1
"M&m's",228,4
"Mon cheri",228,2
"Dumle",228,4
"KitKat",228,3
"Fisherman's Friend",228,0
"Wisełka",228,0
"LU Holenderskie",228,4
"Dzika roza",228,1
"Skittles",228,2
"Lion",228,4
"Ptasie mleczko",228,4
"Kinder bueno",228,5
"Kinder bueno white",228,1
"Romero",124,2
"Nutella",124,4
"Chupa chups",124,4
"Czekolada z okienkiem",124,5
"Milka White",124,3
"Tic tac",124,3
"Kinder bueno white",124,4
"7 days - cake bar",124,1
"Schogetten",124,3
"Cornetto",124,3
"Dumle",124,4
"Kinder surprise",124,5
"Dzika roza",124,2
"Grzeski dziel na 6",124,2
"Bounty",124,1
"Chalwa",124,1
"Skittles",124,2
"KitKat",124,4
"Milka Lila Stars Raisins",124,3
"Nonnette (pierniczki)",124,2
"Alpenliebe",124,1
"After Eight ",124,1
"Merci",124,3
"LU Holenderskie",124,3
"Wisełka",124,2
"Manhattan Ice Cream",124,3
"Snickers",124,4
"Donuts ",124,4
"Kinder bueno",124,5
"Toblerone white",124,4
"Lion",124,3
"Michalki biale",124,2
"Jeżyki",124,4
"Raffaello",124,5
"Jelly (kisiel)",124,3
"Draze kokosowe korsarz",124,1
"Lentilky",124,4
"Pieguski",124,4
"Duplo",124,3
"Halls",124,2
"Nimm2",124,2
"Milky Way",124,2
"Ptasie mleczko",124,3
"Mon cheri",124,1
"Leibniz Biscuits",124,2
"Milka Hazelnuts",124,4
"Kaszka manna",124,2
"Mentos Mint",124,4
"Haribo",124,3
"Creme puffs (ptysie)",124,4
"Ferrero rocher",124,5
"Fruitella",124,2
"Magnum Almond",124,5
"Twix",124,3
"Fisherman's Friend",124,3
"Nogger",124,3
"Kopiko",124,1
"Knoppers",124,4
"M&m's",124,5
"Werther's Original",124,3
"Mamba",124,4
"Mars",124,3
"Toffifee",124,5
"Prince Polo",124,4
"Maltesers",124,3
"Creme puffs (ptysie)",15,2
"Draze kokosowe korsarz",15,4
"Haribo",15,1
"Milka Lila Stars Raisins",15,3
"Fisherman's Friend",15,1
"Twix",15,2
"Grzeski dziel na 6",15,2
"LU Holenderskie",15,2
"Milky Way",15,2
"Knoppers",15,2
"Jelly (kisiel)",15,1
"Mentos Mint",15,1
"Czekolada z okienkiem",15,5
"Lentilky",15,1
"Nimm2",15,1
"Mars",15,1
"Schogetten",15,5
"Michalki biale",15,5
"7 days - cake bar",15,2
"Ptasie mleczko",15,5
"Manhattan Ice Cream",15,0
"Dumle",15,1
"KitKat",15,2
"Dzika roza",15,1
"Leibniz Biscuits",15,1
"Merci",15,3
"Kaszka manna",15,4
"Chalwa",15,3
"Pieguski",15,1
"Romero",15,1
"Nutella",15,2
"M&m's",15,1
"Skittles",15,1
"Magnum Almond",15,4
"Bounty",15,2
"Lion",15,2
"Halls",15,1
"Wisełka",15,0
"Milka Hazelnuts",15,5
"After Eight ",15,1
"Kinder bueno white",15,1
"Snickers",15,3
"Toffifee",15,1
"Raffaello",15,4
"Alpenliebe",15,4
"Chupa chups",15,3
"Werther's Original",15,5
"Prince Polo",15,5
"Donuts ",15,3
"Mon cheri",15,1
"Kinder bueno",15,2
"Fruitella",15,1
"Toblerone white",15,0
"Cornetto",15,1
"Mamba",15,1
"Ferrero rocher",15,3
"Milka White",15,5
"Kopiko",15,3
"Kinder surprise",15,2
"Jeżyki",15,2
"Nogger",15,3
"Nonnette (pierniczki)",15,2
"Duplo",15,2
"Tic tac",15,2
"Maltesers",15,2
"Mentos Mint",959,3
"Jeżyki",959,4
"Prince Polo",959,4
"After Eight ",959,2
"Fruitella",959,4
"M&m's",959,4
"Romero",959,5
"Raffaello",959,5
"Chupa chups",959,3
"Lentilky",959,3
"Snickers",959,4
"Milky Way",959,4
"Mars",959,4
"Bounty",959,5
"KitKat",959,4
"Merci",959,5
"Creme puffs (ptysie)",959,5
"Nogger",959,4
"Ferrero rocher",959,5
"Werther's Original",959,4
"Lion",959,4
"Schogetten",959,4
"Milka Lila Stars Raisins",959,4
"Dumle",959,4
"Donuts ",959,5
"Alpenliebe",959,3
"Fisherman's Friend",959,0
"Nutella",959,5
"Haribo",959,3
"Wisełka",959,0
"Milka Hazelnuts",959,5
"Chalwa",959,4
"Grzeski dziel na 6",959,3
"Dzika roza",959,0
"Mon cheri",959,3
"Maltesers",959,4
"Cornetto",959,4
"Nonnette (pierniczki)",959,4
"Knoppers",959,4
"Michalki biale",959,0
"Twix",959,5
"Mamba",959,4
"Jelly (kisiel)",959,3
"Czekolada z okienkiem",959,5
"Kinder bueno white",959,0
"Skittles",959,3
"Draze kokosowe korsarz",959,4
"Kinder surprise",959,4
"Milka White",959,4
"Manhattan Ice Cream",959,0
"Ptasie mleczko",959,5
"Pieguski",959,4
"Magnum Almond",959,5
"Duplo",959,0
"Nimm2",959,3
"Leibniz Biscuits",959,4
"Toblerone white",959,0
"LU Holenderskie",959,0
"Kopiko",959,4
"Tic tac",959,3
"Halls",959,3
"Toffifee",959,5
"7 days - cake bar",959,0
"Kinder bueno",959,5
"Kaszka manna",959,4
"Maltesers",1262,0
"Ptasie mleczko",1262,4
"Fisherman's Friend",1262,3
"M&m's",1262,4
"Fruitella",1262,2
"Milka Hazelnuts",1262,4
"Halls",1262,1
"Milky Way",1262,3
"Snickers",1262,1
"Twix",1262,3
"Knoppers",1262,3
"Mamba",1262,3
"Manhattan Ice Cream",1262,4
"Toffifee",1262,4
"Dumle",1262,5
"Kinder surprise",1262,5
"Donuts ",1262,5
"Jelly (kisiel)",1262,3
"KitKat",1262,4
"Mentos Mint",1262,2
"Wisełka",1262,0
"7 days - cake bar",1262,0
"Chalwa",1262,2
"Creme puffs (ptysie)",1262,4
"Alpenliebe",1262,0
"Tic tac",1262,2
"Prince Polo",1262,3
"Cornetto",1262,4
"Duplo",1262,4
"Kaszka manna",1262,3
"Nutella",1262,4
"Merci",1262,4
"Leibniz Biscuits",1262,3
"Magnum Almond",1262,5
"Werther's Original",1262,5
"Milka Lila Stars Raisins",1262,5
"Draze kokosowe korsarz",1262,0
"Nonnette (pierniczki)",1262,4
"Kopiko",1262,4
"Kinder bueno white",1262,4
"Nimm2",1262,3
"Jeżyki",1262,2
"Haribo",1262,3
"Milka White",1262,5
"Skittles",1262,3
"After Eight ",1262,5
"Ferrero rocher",1262,4
"Dzika roza",1262,0
"Pieguski",1262,2
"Toblerone white",1262,5
"Bounty",1262,5
"Lentilky",1262,4
"Mars",1262,4
"Nogger",1262,0
"Chupa chups",1262,3
"Grzeski dziel na 6",1262,0
"Lion",1262,3
"Michalki biale",1262,0
"LU Holenderskie",1262,0
"Kinder bueno",1262,4
"Romero",1262,0
"Czekolada z okienkiem",1262,5
"Raffaello",1262,5
"Mon cheri",1262,5
"Schogetten",1262,5
"Ptasie mleczko",1228,5
"Nimm2",1228,4
"Nutella",1228,4
"KitKat",1228,1
"Twix",1228,1
"Grzeski dziel na 6",1228,3
"Milka Lila Stars Raisins",1228,1
"Toblerone white",1228,0
"Duplo",1228,2
"Creme puffs (ptysie)",1228,3
"Donuts ",1228,4
"Chupa chups",1228,2
"Knoppers",1228,2
"Kopiko",1228,4
"Lion",1228,3
"Pieguski",1228,4
"Skittles",1228,5
"Halls",1228,2
"LU Holenderskie",1228,0
"Toffifee",1228,4
"Jeżyki",1228,2
"Draze kokosowe korsarz",1228,0
"Maltesers",1228,2
"Mentos Mint",1228,2
"Werther's Original",1228,5
"Kinder bueno",1228,5
"Nogger",1228,0
"7 days - cake bar",1228,4
"Ferrero rocher",1228,2
"Cornetto",578,3
"Dumle",1228,2
"LU Holenderskie",578,2
"Nonnette (pierniczki)",1228,4
"M&m's",1228,3
"Schogetten",1228,0
"M&m's",578,0
"Mon cheri",1228,3
"Chalwa",1228,1
"Milky Way",1228,1
"Mamba",1228,5
